Page,Titre,Sous-section,Section,Contenu,Liens,Images
"Consommation d’alcool, de tabac ou de drogues",Consommationd’alcool et de drogues,Lecannabiset le diabète,Inscrivez-vous à l'infolettre,Restez informé(e) de nos nouvelles et activités. Abonnez-vous,https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Gestion du poids,Gestion dupoids,La gestion dupoidschez l’adulte,Références :,"Garrel D. (2006) Comment l’obésité cause le diabète et que peut-on y faire ? Plein Soleil, Vol Automne 2006, p. 25-26 Punthakee Z.,Goldenberg R. Diabetes Canada 2018 Clinical Practice Guidelines for the Prevention and Management of Diabetes in Canada: Definition: Classification and Diagnosis of Diabetes, Prediabetes and Metabolic Syndrome. Can J Diabetes 2018; 42 (Suppl 1): S10-S15. Ordre professionnel des diététistes du Québec. (2000). Obésité et contrôle du poids.Manuel de nutrition clinique. En lignewww.opdq.org",http://www.opdq.org; http://www.opdq.org; http://www.opdq.org; http://www.equilibre.ca/approche-et-problematique/le-point-sur-les-dietes/pourquoi-les-dietes-ne-fonctionnent-pas/; http://www.inspq.qc.ca/pdf/publications/1545_SommeilProbPoidsNouvPistInte.pdf; https://equilibre.ca/; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Gestion du poids,Gestion dupoids,La gestion dupoidschez l’adulte,Définition,"Les professionnels de la santé utilisent certains indicateurs pour déterminer les risques pour la santé des individus, dont l’IMC (indice de masse corporelle) et le tour de taille. Il est important de se baser sur plusieurs de ces indicateurs pour considérer la répartition du gras corporel.",http://www.opdq.org; http://www.opdq.org; http://www.equilibre.ca/approche-et-problematique/le-point-sur-les-dietes/pourquoi-les-dietes-ne-fonctionnent-pas/; http://www.inspq.qc.ca/pdf/publications/1545_SommeilProbPoidsNouvPistInte.pdf; https://equilibre.ca/; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Gestion du poids,Gestion dupoids,La gestion dupoidschez l’adulte,L’indice de masse corporelle (IMC),"L’IMC est le rapport du poids sur la taille au carré: IMC = Poids (kg) / Taille (m2) Il donne un indice quant au risque de développer une maladie chronique, entre autres, le diabète. On l’utilise chez les individus de 18 ans et plus. Cet indicateur est à prendre avec un grain de sel chez les athlètes ou les personnes avec une forte musculature, chez qui l’IMC peut être surestimé. Si votre IMC est de…Cela pourrait indiquer…18,4 et moinsun poids insuffisantde 18,5 à 24,9un poids santé*de 25 à 29,9de l’embonpointde 30 et plusde l’obésité *Pour les personnes de 65 ans et plus, l’intervalle « poids santé » peut aller d’une valeur légèrement supérieure à 18,5 jusqu’à une valeur située dans l’intervalle « embonpoint ».",http://www.opdq.org; http://www.opdq.org; http://www.equilibre.ca/approche-et-problematique/le-point-sur-les-dietes/pourquoi-les-dietes-ne-fonctionnent-pas/; http://www.inspq.qc.ca/pdf/publications/1545_SommeilProbPoidsNouvPistInte.pdf; https://equilibre.ca/; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Gestion du poids,Gestion dupoids,La gestion dupoidschez l’adulte,Le tour de taille,"En complément à l’IMC, la mesure du tour de taille permet d’évaluer la distribution de la graisse sur le corps. La graisse au niveau de l’abdomen est liée à des risques pour la santé, tels que les maladies du cœur et le diabète. Ce type de gras est plus dommageable, car il entoure les organes vitaux. Une diminution du tour de taille est plus significative pour améliorer la santé qu’une diminution du poids sur le pèse-personne. Mesures du tour de taille représentant un risque élevé pour la santé Pays d’origineHommeFemmeCanada, États-Unis> ou = 102 cm> ou = 88 cmEurope, Afrique subsaharienne, Moyen-Orient, Méditerranée> ou = 94 cm> ou = 80 cmAsie, Japon, Amérique centrale et du sud> ou = 90 cm> ou = 80 cm Source : Diabetes Canada 2018 Clinical Practice Guidelines for the Prevention and Management of Diabetes in Canada. Recherche et rédaction : Cynthia Chaput, Dt.P., Diététiste/Nutritionniste Juin 2014 (mise à jour Janvier 2019)",http://www.opdq.org; http://www.opdq.org; http://www.equilibre.ca/approche-et-problematique/le-point-sur-les-dietes/pourquoi-les-dietes-ne-fonctionnent-pas/; http://www.inspq.qc.ca/pdf/publications/1545_SommeilProbPoidsNouvPistInte.pdf; https://equilibre.ca/; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Gestion du poids,Gestion dupoids,La gestion dupoidschez l’adulte,Références :,"Garrel D. (2006) Comment l’obésité cause le diabète et que peut-on y faire ? Plein Soleil, Vol Automne 2006, p. 25-26 Punthakee Z.,Goldenberg R. Diabetes Canada 2018 Clinical Practice Guidelines for the Prevention and Management of Diabetes in Canada: Definition: Classification and Diagnosis of Diabetes, Prediabetes and Metabolic Syndrome. Can J Diabetes 2018; 42 (Suppl 1): S10-S15. Ordre professionnel des diététistes du Québec. (2000). Obésité et contrôle du poids.Manuel de nutrition clinique. En lignewww.opdq.org",http://www.opdq.org; http://www.opdq.org; http://www.equilibre.ca/approche-et-problematique/le-point-sur-les-dietes/pourquoi-les-dietes-ne-fonctionnent-pas/; http://www.inspq.qc.ca/pdf/publications/1545_SommeilProbPoidsNouvPistInte.pdf; https://equilibre.ca/; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Gestion du poids,Gestion dupoids,La gestion dupoidschez l’adulte,Pour une perte de poids saine et durable,"Une saine gestion du poids passe par de bonnes habitudes de vie au quotidien et à long terme : Alimentation équilibréePratique régulière d’activité physiqueSommeil adéquatGestion du stress Changer des habitudes de vie bien ancrées représente le plus souvent un grand défi. L’important est de rester indulgent envers soi : on ne peut perdre en deux semaines le poids gagné en plusieurs mois, voir plusieurs années. Il faut voir la perte de poids comme un investissement à long terme. Les changements d’habitudes de vie qui perdurent dans le temps sont ceux qui seront les plus bénéfiques et permettront le maintien du poids perdu. Pour augmenter les chances de réussite, attardez-vous aussi aux multiples bénéfices qu’entraîne la perte de poids : le bien-être ressenti, un meilleur contrôle de la glycémie, de meilleures habitudes de vie inculquées à vos enfants ou à vos proches, etc. Apprenez à vous fixer des objectifs avec la méthode S.M.A.R.T.",http://www.opdq.org; http://www.equilibre.ca/approche-et-problematique/le-point-sur-les-dietes/pourquoi-les-dietes-ne-fonctionnent-pas/; http://www.inspq.qc.ca/pdf/publications/1545_SommeilProbPoidsNouvPistInte.pdf; https://equilibre.ca/; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Gestion du poids,Gestion dupoids,La gestion dupoidschez l’adulte,Références,Ordre professionnel des diététistes du Québec. (2000). Obésité et contrôle du poids.Manuel de nutrition clinique. En lignewww.opdq.org,http://www.opdq.org; http://www.equilibre.ca/approche-et-problematique/le-point-sur-les-dietes/pourquoi-les-dietes-ne-fonctionnent-pas/; http://www.inspq.qc.ca/pdf/publications/1545_SommeilProbPoidsNouvPistInte.pdf; https://equilibre.ca/; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Gestion du poids,Gestion dupoids,La gestion dupoidschez l’adulte,Références :,ÉquiLibre. Pourquoi les diètes ne fonctionnent pas? [En ligne]. Repéré àhttp://www.equilibre.ca/approche-et-problematique/le-point-sur-les-dietes/pourquoi-les-dietes-ne-fonctionnent-pas/(page consultée le 23 mai 2014),http://www.equilibre.ca/approche-et-problematique/le-point-sur-les-dietes/pourquoi-les-dietes-ne-fonctionnent-pas/; http://www.inspq.qc.ca/pdf/publications/1545_SommeilProbPoidsNouvPistInte.pdf; https://equilibre.ca/; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Gestion du poids,Gestion dupoids,La gestion dupoidschez l’adulte,Référence :,Institut national de santé publique du Québec (2012). Le sommeil et les problèmes de poids : une nouvelle piste pour l’intervention ? Numéro 4. En lignehttp://www.inspq.qc.ca/pdf/publications/1545_SommeilProbPoidsNouvPistInte.pdf,http://www.inspq.qc.ca/pdf/publications/1545_SommeilProbPoidsNouvPistInte.pdf; https://equilibre.ca/; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Gestion du poids,Gestion dupoids,La gestion dupoidschez l’adulte,Ressources externes,ÉquiLibre,https://equilibre.ca/; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Gestion du poids,Gestion dupoids,La gestion dupoidschez l’adulte,Inscrivez-vous à l'infolettre,Restez informé(e) de nos nouvelles et activités. Abonnez-vous,https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Journées de maladie,Journées demaladie,Gastroentérite,Que faire en présence d’une gastroentérite ?,"Mesurez votre glycémie plus fréquemment et si vous prenez de l’insuline, vous devrez peut-être ajuster la dose d’insuline que vous vous injectez (selon les ajustements recommandés par le médecin pour les jours de maladie).Adaptez votre alimentation : s’il est difficile de manger des aliments solides, tentez de consommer la quantité habituelle de glucides sous forme liquide, ou du moins, comblez les besoins minimaux en glucides du corps qui sont de 150 g par jour lors de journées de maladie.Si vous souffrez de déshydratation (p. ex. vomissements, diarrhée ou fièvre), certains médicaments peuvent aggraver votre fonction rénale ou causer des effets indésirables. Donc, en cas de maladie ou si vous êtes incapable de boire suffisamment pour rester hydraté, vous devriezCESSER TEMPORAIREMENTde prendre certains médicaments pour le diabète, la tension artérielle et le coeur, ainsi que les médicaments diurétiques (qui éliminent l’eau) et les anti-inflammatoires non stéroïdiens (pour la douleur). CLIQUEZ ICI POUR LA LISTE DES MÉDICAMENTS À CESSER TEMPORAIREMENT Vous pouvez également demander à votre pharmacien quels médicaments vous devezCESSER TEMPORAIREMENTsi : Vous mangez moins que d’habitudeVous êtes déshydraté(e) QUAND RECOMMENCER VOS MÉDICAMENTS? Lorsque votre état s’améliore, généralement 48 h après un épisode de gastroentérite, et que vous pouvez reprendre une hydratation et une alimentation normale.",https://www.diabete.qc.ca/wp-content/uploads/2023/01/Jours-de-maladie-FR-RECTO-VERSO-2019-2.pdf; https://www.diabete.qc.ca/le-diabete/la-gestion-du-diabete/hyperglycemie/corps-cetoniques/; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Jours-de-maladie-FR-RECTO-VERSO-2019-2.pdf; https://doi.org/10.1016/j.jcjd.2017.10.045; https://guidelines.diabetes.ca/GuideLines/media/Docs/Patient%20Resources/stay-safe-when-you-have-diabetes-and-sick-or-at-risk-of-dehydration.pdf; https://www.quebec.ca/sante/problemes-de-sante/grippe-rhume-et-gastro/gastro-enterite/alimenter-pendant-une-gastro-enterite; https://type1better.com/wp-content/uploads/2023/07/Journee-de-maladie.pdf; https://type1better.com/wp-content/uploads/2023/07/Journee-de-maladie.pdf; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Journées de maladie,Journées demaladie,Gastroentérite,Quels sont les signes de déshydratation?,"Déshydratation légère à modéréeDéshydratation sévèreBouche sèche et pâteuseFatigue et somnolence inhabituellesPeau sèche et froideMal de têteÉtourdissements et vertiges légersSoif intenseAgitation, irritabilité, désorientationRegard terne et yeux enfoncésPression artérielle basseApparition d’un pli cutanéPouls et respiration plus rapidesUrine foncée en petite quantité",https://www.diabete.qc.ca/le-diabete/la-gestion-du-diabete/hyperglycemie/corps-cetoniques/; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Jours-de-maladie-FR-RECTO-VERSO-2019-2.pdf; https://doi.org/10.1016/j.jcjd.2017.10.045; https://guidelines.diabetes.ca/GuideLines/media/Docs/Patient%20Resources/stay-safe-when-you-have-diabetes-and-sick-or-at-risk-of-dehydration.pdf; https://www.quebec.ca/sante/problemes-de-sante/grippe-rhume-et-gastro/gastro-enterite/alimenter-pendant-une-gastro-enterite; https://type1better.com/wp-content/uploads/2023/07/Journee-de-maladie.pdf; https://type1better.com/wp-content/uploads/2023/07/Journee-de-maladie.pdf; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Journées de maladie,Journées demaladie,Gastroentérite,Quand consulter un médecin ou se rendre à l’urgence?,"Il y a présence de signes de déshydratation sévère;Aucune urine pendant plus de 12 heures;La glycémie est supérieure à 25 mmol/L avec somnolence excessive (diabète de type 2) ou à 20 mmol/L avec présence decorps cétoniquesmoyens à forts dans l’urine ou dans le sang (diabète de type 1);Les vomissements sont continuels avec une incapacité à boire;La fièvre est supérieure à 38,5 °C (101,3 °F) pendant plus de 48 heures;Les diarrhées persistent durant plus de 24 h ou plus de 5 fois par jour.",https://www.diabete.qc.ca/le-diabete/la-gestion-du-diabete/hyperglycemie/corps-cetoniques/; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Jours-de-maladie-FR-RECTO-VERSO-2019-2.pdf; https://doi.org/10.1016/j.jcjd.2017.10.045; https://guidelines.diabetes.ca/GuideLines/media/Docs/Patient%20Resources/stay-safe-when-you-have-diabetes-and-sick-or-at-risk-of-dehydration.pdf; https://www.quebec.ca/sante/problemes-de-sante/grippe-rhume-et-gastro/gastro-enterite/alimenter-pendant-une-gastro-enterite; https://type1better.com/wp-content/uploads/2023/07/Journee-de-maladie.pdf; https://type1better.com/wp-content/uploads/2023/07/Journee-de-maladie.pdf; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Journées de maladie,Journées demaladie,Gastroentérite,Conseils pour éviter la déshydratation,"Voici une proposition d’alimentation en trois phases pour éviter la déshydratation et pour mettre l’intestin au repos afin de diminuer la diarrhée et les vomissements. Phase 1Alimentation liquide pour les 24 premières heuresPhase 2Alimentation faible en résidus pour laisser l’intestin au reposPhase 3Retour à une alimentation normaleQuoi choisir?·  Liquides faciles à digérer : p. ex. eau, bouillon à volonté ou autre liquide sans glucides.·  S’ils sont bien tolérés, intégrer des liquides contenant des glucides : p. ex. jus et boisson gazeuse régulière ou des solutions de réhydratation (p. ex. GatoradeMC)À quelle fréquence?·  Boire une boisson de réhydratation fournissant entre 10 et 15 g de glucides / 250 ml toutes les heures.·  Si le liquide est mal toléré, prendre de petites quantités aux 15 minutes pour totaliser au moins 15 g de glucides au bout d’une heure.Quoi choisir?·  Aliments solides (faibles en fibres) à ajouter graduellement (p. ex. pain blanc, biscottes, riz blanc) afin d’atteindre la quantité de glucides de son plan alimentaire·  Introduire progressivement fruits, légumes et viandes selon la tolérance.Quoi choisir?· Attention aux aliments qui peuvent donner des gaz : maïs, légumineuses, chou, oignon, ail, légumes en crudités.· Attention aux aliments irritants : fritures, épices, chocolat, café, cola.·  Réintégrer graduellement les produits laitiers.",https://www.diabete.qc.ca/wp-content/uploads/2023/01/Jours-de-maladie-FR-RECTO-VERSO-2019-2.pdf; https://doi.org/10.1016/j.jcjd.2017.10.045; https://guidelines.diabetes.ca/GuideLines/media/Docs/Patient%20Resources/stay-safe-when-you-have-diabetes-and-sick-or-at-risk-of-dehydration.pdf; https://www.quebec.ca/sante/problemes-de-sante/grippe-rhume-et-gastro/gastro-enterite/alimenter-pendant-une-gastro-enterite; https://type1better.com/wp-content/uploads/2023/07/Journee-de-maladie.pdf; https://type1better.com/wp-content/uploads/2023/07/Journee-de-maladie.pdf; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Journées de maladie,Journées demaladie,Gastroentérite,Boissons de réhydratation,"Pour vous réhydrater et compenser les pertes en électrolytes, surtout en présence de diarrhée, optez pour : 1erchoix (car on est certain de la proportion d’électrolytes) : solutions de réhydratation commerciales (GastrolyteMCou PedialyteMC)2èmechoix : solution de réhydratation maison (250 ml (1 tasse) du mélange contient 10 g de glucides) :360 ml (12 oz) de jus d’orange600 ml (20 oz) d’eau bouillie pendant 1 minute2,5 ml (1/2 c. à thé) de sel",https://www.diabete.qc.ca/wp-content/uploads/2023/01/Jours-de-maladie-FR-RECTO-VERSO-2019-2.pdf; https://doi.org/10.1016/j.jcjd.2017.10.045; https://guidelines.diabetes.ca/GuideLines/media/Docs/Patient%20Resources/stay-safe-when-you-have-diabetes-and-sick-or-at-risk-of-dehydration.pdf; https://www.quebec.ca/sante/problemes-de-sante/grippe-rhume-et-gastro/gastro-enterite/alimenter-pendant-une-gastro-enterite; https://type1better.com/wp-content/uploads/2023/07/Journee-de-maladie.pdf; https://type1better.com/wp-content/uploads/2023/07/Journee-de-maladie.pdf; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
